5,1,ホ,,生産形態に関する記述として、適切でないものはどれか。,見込生産では、製品の差別化により市場での優位を得るなど、需要の獲得を図るための活動が重要である。,受注生産では、受注後速やかに、工程の生産性を高めつつ顧客の希望する製品を生産するための日程計画を立てることが、納期の維持の上から重要である。,見込生産では、製造された製品は検査の後に製品在庫として保管され、これが販売の変動に対して生産を平滑化するためのバッファの役割をする。,受注生産では、受注によって品質、仕様、数量及び納期が決まると、設計を行い、生産計画が立てられる。,見込生産では、市場の需要の発生に基づいて生産計画が立てられた後、生産が開始され、出荷される。
5,2,二,,トヨタ生産方式に代表される、かんばん方式に関連する用語として、適切でないものはどれか。,アンドン,ジャストインタイム,自働化,タイムバケット,生産の平準化
5,3,ハ,,"日本産業規格(JIS)Z8141における、生産計画に関する記述中の(　)内に当てはまる語句として、正しいものはどれか。
(　)とは、製品を生産するに当たり、その製品の設計情報を用いて、必要作業、工程順序、作業順序及び作業条件を決める活動をいう。




",基準生產計画,大日程計画,手順計画,工数計画,負荷計画
5,4,ホ,,次のうち、日程計画の作成や作業の指示のために使われる一般的な手法や図表として、適切でないものはどれか。,流動数分析図,アローダイヤグラム,ガントチャート,工程別余力表,特性要因図
5,5,二,,現品管理の業務に関する記述として、適切でないものはどれか。,現品の紛失などによる数量の不足の確認,現品の計数や受渡しの容易化,現品の運搬や保管の容易化,現品の不具合の内容の分析,棚卸しによる現品の確認
5,6,ロ,,進度管理に関する記述として、適切でないものはどれか。,進度の調査結果は、ガントチャート式進度表などにまとめられる。,進度管理は、受注してから設計、生産計画、生産完了に至る活動全体の進み具合を管理するものである。,進度管理の目的の一つに、納期を確保することがある。,進度管理の重点は、日程計画に基づいて指示されたとおりに生産が実行されるよう、作業の進行状況を把握して調整することである。,進度管理には、作業管理板などが使われる。
5,7,ロ,,"余力管理に関する記述中の(　)内に当てはまる語句の組合せとして、適切なものはどれか。
余力管理は、人員や(①)の能力と負荷を調整して、手待時間をなくすことと、進度の(②)を図る業務であり、作業を負荷と能力の(③)という面から見る。",①生産方法②具現化③調整,①機械設備②適正化③バランス,①材料②可視化③適正化,①機械設備②具現化③差異,①生産方法②可視化③バランス
5,8,二,,在庫管理に関する記述として、適切でないものはどれか。,定量発注方式では、発注時点間の間隔(発注間隔)は、対象品目の使用速度の変化などによって変動する。,ABC分析におけるA区分では、一般に、定期発注方式がとられる。,単価が安くて納期が短く、消費量が安定している品目の在庫管理には、ダブルビン方式(複棚法)が適している。,大物部品や単価が高いもの、需要の変動が大きい重点管理品目、特殊品、引当品などについては、定量発注方式が適している。,定期発注方式は、将来の需要量を予測し、当期末の在庫量をフィードバックすることによって発注量を算定する。
5,9,ホ,,作業の標準化に関する記述として、適切でないものはどれか。,標準化の対象には、生産活動の4要素(要員、設備、材料及び方法)が含まれている。,必要とする作業員の技能は、作業標準として設定すべきである。,標準化の効果として、製品やサービスの品質保証、コスト低減などを進め、顧客満足度を高めることが期待できる。,作業方法の標準化の効果として、作業の日程計画や実績評価の資料に利用することが期待できる。,標準作業方法を決定する前に、標準時間を設定する必要がある。
5,10,ホ,,作業の分析手法に関する記述として、適切なものはどれか。,ワークサンプリング法は、連続観測法の一つである。,事務帳票の流れの改善には、連合作業分析が有効である。,PTS法は、直接的な時間研究の一手法である。,サーブリッグ分析は、作業時間を詳細に記録することによって行われる。,流れ線図は、レイアウト図上に工程経路を展開したものである。
5,11,二,,作業分析における時間研究に関する記述として、適切でないものはどれか。,時間研究の実施手順は、対象とする作業の種類や測定時間の利用目的により異なる。,時間研究は、生産活動の計画と統制の基本的尺度として活用する。,時間研究は、作業能率を改善するための手法である。,時間研究は、納期遅延率の算出に活用される。,時間研究の目的は、作業の改善と標準化、標準時間の設定が主である。
5,12,イ,,アイディア発想の技法の一つであるブレーン・ストーミングの基本ルールとして、適切でないものはどれか。,アイディアの表現は、参加メンバーにわかりやすくて単純にしなければならない。,他人のアイディアを部分的に変えたり、複数のアイディアを結合したりして、アイディアをさらに発展させる。,他人から出されたアイディアを、評価したり批判したりしてはならない。,自由で奇抜なアイディア、技術的·経済的に困難と思われるアイディア、理想的なアイディアなども望まれる。,アイディアを数多く出すことが大切であり、参加メンバーの積極的な発言を重視する。
5,13,ハ,,"日本産業規格(JIS)Q9001(品質マネジメントシステムー要求事項)に関する、記述中の(　)内に当てはまる語句の組合せとして、正しいものはどれか。
苦情から生じたものを含め、不適合が発生した場合、組織は、次の事項を行わなければならない。
a)その不適合に対処し、該当する場合には、必ず、次の事項を行う。
　1)その不適合を管理し、修正するための処置をとる。
　2)その不適合によって起こった結果に対処する。
b)その不適合が再発又は他のところで発生しないようにするため、次の事項によって、その不適合の(　①　)を(　②　)するための処置をとる必要性を評価する。
　1)その不適合をレビューし、分析する。
　2)その不適合の(　①　)を明確にする。
　3)類似の不適合の有無、又はそれが発生する可能性を明確にする。
c)必要な処置を実施する。
d)とった全ての是正処置の有効性をレビューする。
e)必要な場合には、計画の策定段階で決定したリスク及び機会を更新する。
f)必要な場合には、品質マネジメントシステムの変更を行う。

組織は、次に示す事項の証拠として、(　③　)した情報を保持しなければならない。
a)不適合の性質及びそれに対してとったあらゆる処置
b)是正処置の結果",①原因②改良③画一化,①結果②除去③文章化,①原因②除去③文章化,①結果②改良③文章化,①結果②改良③画一化
5,14,ハ,,"品質に関する記述中の(　)内に当てはまる語句の組合せとして、適切なものはどれか。
品質とは、「品物又はサービスが、(①)を満たしているかどうかを決定するための(②)の対象となる固有の性質·性能の(③)」であると考えることができる。
最近では、品物の質のみでなく、サービスも含めて、広い意味での品質も考えられている。",①性能②評価③一部,①性質②評価③一部,①使用目的②評価③全体,①性能②満足度③一部,①使用目的②満足度③全体
5,15,二,,平均値が10(mm)、標準偏差が2(mm)の正規分布に従うと考えられている製品を製造する工程において、8(mm)以下になる割合と14(mm)以上になる割合を合算した値として、適切なものはどれか。,約2%,約5%,約10%,約18%,約32%
5,16,二,,"製品Aの寸法の規格は、9.90~10.10mmと定められている。最近、客先からコスト低減の希望が強くなったので、製品Aを工程からランダムに100個取り出し、その寸法を測定して、検討を行った。
ヒストグラムの形状は、おおむね正規分布に近いように思われる。また、平均値は10.00mm、標準偏差は0.02mmであった。
この工程の状況判断として、適切なものはどれか。",この工程は、このままでよい。,この工程では、寸法を小さくするような調整が必要である。,この工程では、精度を上げる、すなわち、ばらつきを小さくする必要がある。,この工程では、精度が若干落ちても、製造コストの低減や作業性の向上に努めた方がよい。,この工程の状況判断は、追加データを加味した検討の後まで、保留する。
5,17,ハ,,"毎日、顧客から指定された数量(200~300個で、毎日変動する)の機械部品を、1ロットとして納入している。
最近、この部品の不適合品率(規格に合わない不良品の比率)が問題となっているので、管理図を用いて解析したいが、そのときに用いる管理図の種類として、適切なものはどれか。",c 管理図,X-R 管理図,p 管理図,np 管理図,X 管理図
5,18,ハ,,抜取検査に関する記述として、適切なものはどれか。,合格としたい低い不適合品率(不良品率)のロットが不合格となる確率を、消費者危険という。,不合格としたい高い不適合品率(不良品率)のロットが合格となる確率を、生産者危険という。,ロットの不適合品率(不良品率)とその合格の確率との関係を示す曲線を、OC曲線という。,合格判定個数に等しいか、それ以上の不適合品の個数(不良個数)が出たロットは、不合格となる。,OC曲線の傾きが緩やかなほど、識別力が高いことを意味する。
5,19,二,,原価企画のプロセスに関する記述として、適切でないものはどれか。,開発段階から、販売価格の予想を立てる。,予想販売価格から目標利益額を差し引いて、目標原価を設定する。,目標原価を達成するよう、設計変更を繰り返す。,原価の見積りは、製造段階において行う。,目標原価の達成状況を勘案しつつ、標準原価を設定する。
5,20,二,,製造原価の構成要素を発生形態別に分類したとき、経費に含まれないものはどれか。,外注加工費,減価償却費,水道光熱費,販売費,旅費交通費
5,21,ハ,損益分岐点の生産量.jpg,損益分岐点の生産量を求める次式の(　)内に当てはまる語句の組合せとして、適切なものはどれか。,①限界利益②単位変動費,①固定費②製造原価,①固定費②単位変動費,①単位変動費②限界利益,①売上高②総原価
5,22,ロ,,製造段階における原価低減活動に関する記述として、適切でないものはどれか。,QC七つ道具等のQC手法を活用する原価低減活動を行う。,VE手法を活用する原価低減活動を行う。,5Sを徹底する原価低減活動を行う。,作業研究による合理的な作業方法を設定する原価低減活動を行う。,ムリ·ムダ·ムラの排除によって原価低減活動を行う。
5,23,ロ,,"労働安全衛生法関係法令における、労働者の危険を防止する措置に関する記述中の(　)内に当てはまる語句の組合せとして、正しいものはどれか。
事業者は、次の危険を防止するため必要な措置を講じなければならない。
一　(　①　)、器具その他の設備による危険
二　爆発性の物、(　②　)の物、引火性の物等による危険
三　(　③　)、熱その他のエネルギーによる危険",①乗り物②腐食性③電気,①機械②発火性③電気,①機械②腐食性③ガス,①乗り物②腐食性③放射線,①ロボット②発火性③ガス
5,24,ロ,,労働安全衛生法関係法令に基づく安全衛生教育に関する記述として、正しいものはどれか。,作業内容の変更時の教育は、変更後の業務が危険又は有害な業務に該当しなければ、省略することができる。,事業者は、特別教育の科目の全部又は一部について十分な知識及び技能を有すると認められる者は、当該科目の特別教育を省略することができる。,事業者は、同一業種の他企業の労働者を中途採用したときは、その知識·技能の程度によらず他企業での経験を尊重し、雇入れ時の安全衛生教育を省略することができる。,特別教育を行ったときは、受講者に受講修了証を発行しているので、受講記録の作成や保存を省略することができる。,政令で定める就業制限業務に係る免許所持者や技能講習修了者に対しては、安全衛生水準の向上のための定期教育を省略することができる。
5,25,二,,事故や災害が発生したときの第一次措置(緊急時の措置)として、適切でないものはどれか。,被災者の救急処置,二次災害の防止措置,関係者への連絡や上司への報告,災害発生現場における災害調査,機械·装置の緊急停止
5,26,ロ,,"環境基本法の「事業者の責務」に関する記述中の(　)内に当てはまる語句の組合せとして、正しいものはどれか。
事業者は、基本理念にのっとり、その事業活動を行うに当たっては、これに伴って生ずる(　①　)、汚水、(　②　)等の処理その他の公害を防止し、又は自然環境を適正に保全するために必要な措置を講ずる責務を有する。
また、その事業活動に係る製品その他の物が使用され又は(　③　)されることによる環境への負荷の低減に資するように努めるとともに、(　④　)その他の環境への負荷の低減に資する原材料、役務等を利用するように務めなければならない。",①大気汚染②騒音問題③リサイクル④減量化,①ばい煙②廃棄物③廃棄④再生資源,①窒素酸化物②騒音問題③廃棄④減量化,①ばい煙②廃棄物③リサイクル④再生資源,①ばい煙②土壌汚染③廃棄④減量化
5,27,ハ,,公害防止組織に関する記述として、誤っているものはどれか。,公害防止組織の整備が義務付けられる特定工場は、製造業(物品の加工業を含む)、電気供給業、ガス供給業及び熱供給業のいずれかに属しており、ばい煙発生施設等特定の公害発生施設を設置している工場である。,常時使用する従業員数が20人以下の特定工場の場合、公害防止統括者の選任は義務付けられていない。,公害防止統括者には、国家資格が必要である。,一定の規模以上の特定工場には、公害防止主任管理者の選任が義務付けられている。,公害防止管理者は、公害発生施設の区分ごとに、それぞれ選任しなければならない。
5,28,ホ,,教育訓練のニーズを明確にするために、示す必要がないものはどれか。,問題の中身,対象者の現在の能力,教育訓練の修了時に求められる能力,教育訓練の必要量,教育訓練の担当者
5,29,イ,,TWI-JI(仕事の教え方)に関する記述として、適切なものはどれか。,職場の未経験者だけでなく、その作業に初めて就く実務経験者への指導に際しても、作業分解を適用できる。,作業分解シートは、習う人に見せるために作るものである。,間違えるおそれのある箇所は、急所として全て挙げておかなければならない。,作業のやり方は常に変わるものであるので、教える必要が生じてもその都度、作業分解を行う必要はない。,作業の主なステップは、できるだけ細かく分けて取り上げなければならない。
5,30,ホ,,TWI-JM(改善の仕方)の「第3段階-新方法に展開する」の細目として、適切でないものはどれか。,不要な細目を取り去る,必要な細目を簡単にする,他人の力も借りて考える,新方法の細目を記録する,新方法を上司に納得させる
5,31,イ,,TWI-JR(人の扱い方)における「言い分や気持ちのつかみ方」として、適切でないものはどれか。,話のポイントを憶測する。,重要であると思っていることを話す気にさせる。,話をさえぎらない。,言い争いをしない。,話を独り占めしない。
5,32,ホ,,"教育訓練の方法に関する記述中の(　)内に当てはまる語句の組合せとして、適切なものはどれか。
労働者一人ひとりが職場で発生する問題を自ら解決するには、知識、技能及び態度が備わっている必要がある。一般に、態度の指導を行うには、まず、なぜそうしなければならないかという(　①　)を理解させ、次に、望ましい(　②　)を継続する(　③　)を確認させ、そして、(　④　)の中でそれを発揮するのを(　⑤　)させることが必要である。",①必要性②生活態度③習慣④職務⑤習慣化,①規則②生活態度③方法④職務⑤義務化,①必要性②態度③習慣④生活⑤習慣化,①規則②態度③方法④生活⑤義務化,①必要性②態度③方法④職務⑤習慣化
5,33,ハ,,"日本産業規格(JIS)Z8141(生産管理用語)に関する記述中の(　)内に当てはまる語句として、適切なものはどれか。
(　)とは、設備の計画、設計、製作、調達・運用、保全を経て廃却又は再利用までを含めた全ての段階及び期間を通じての経済性の管理を行うことを言う。",生産管理,生産保全,ライフサイクル管理,設備保全,設備管理
5,34,イ,,設備効率に関する記述として、誤っているものはどれか。,設備総合効率は、時間稼働率に性能稼働率を乗じた値である。,性能稼働率は、速度ロスの度合いを評価するときに用いられる。,性能稼働率は、正味稼働率に速度稼働率を乗じた値である。,時間稼働率は、停止ロス(停止時間)の度合いを評価するのに用いられる。,時間稼働率は、稼働時間(負荷時間一停止時間)を負荷時間で除した値である。
5,35,二,,外側マイクロメータの性能の測定方法として、日本産業規格(JIS)に定められていないものはどれか。,測定面の平面度,測定面の平行度,スピンドルの送り誤差,フレームのねじれ,測定力及び測定力のばらつき
5,36,ホ,,日本産業規格(JIS)「転がり軸受の騒音レベル測定方法」における用語の説明として、誤っているものはどれか。,"測定器
軸受の騒音レベルの測定には、JIS C1505に定める精密騒音計を用いる。マイクロホンは、外径25mm以下の円筒形で、その端面に平行な振動板があるものとし、床上又は卓上スタンドに取り付けられる構造とする。なお、精密騒音計の周波数補正回路は、A特性とする。","マイクロホンの位置
回転軸の中心を通る水平面より上方で、軸受前面中心から回転軸に対し45°方向にマイクロホンの中心軸を合わせ、軸受前面中心からマイクロホンの振動板までの距離は、別表(省略)による。","軸受の支持方法
軸受を回転軸の軸端にはめ込み、通常、両手親指で外輪をアキシアル方向に均等に押し付けて回転させる。マイクロホンと両手親指との相対位置は、別図(省略)による。","潤滑剤
清浄な白灯油を用いる。潤滑剤を封入した軸受は、封入された潤滑剤をそのまま用いる。なお、軸受の形式、大きさ、測定荷重などの影響で安定した測定結果が得られない場合には、他の潤滑剤を用いても良い。","読取り
軸受の回転開始後、回転が定常回転数に達したときに、騒音計の指示値の平均値を読み取る。"
5,37,二,,軸受の損傷現象とその説明として、誤っているものはどれか。,"焼付き
異常発熱のために溶着・破損して回転不能になったもの、あるいは、転がり面やすべり面がひどく荒れた状態のものをいう。","摩耗
ころ端面とつば面、保持器のポケット面、保持器と軌道輪の案内面などのすべり面で発生する。","電食
軸受の内部に電気が流れ、転がり接触部分にスパークが発生し、表面が局部的に溶融したものをいう。","フレッチング
軸受の軌道面あるいは転動面が繰返しの接触荷重を受け、転動疲労が発生し、表層部がうろこ状にはがれる現象をいう。","クリープ
軸受のはめ合い面間で、軸又は軸受箱に対して円周方向にずれる現象をいう。"
5,38,ホ,,"次の記述の内容に当てはまる用語として、正しいものはどれか。
設備の性能、劣化状態などを、設備の運転中に定量的に把握し、その結果を基にして、設備の信頼性、安全性、寿命の予測を行う活動。",設備検査,定期点検,予知保全,保全予防,設備診断
5,39,二,,振動の形態における自由振動と強制振動のうち、工作機械に発生する強制振動でないものはどれか。,主軸及び工作物の不釣合いによる振動。,基礎及び据付不良による振動。,主軸やテーブルの往復運動による振動。,歯車のガタ、噛合い不良及び摩耗による振動。,フライスその他断続切削に伴う切削力の変動による振動。
5,40,ロ,,"日本産業規格(JIS)における自動生産システムに関する記述中の(　)内に当てはまる語句として、正しいものはどれか。
生産設備の全体をコンピュータで統括的に制御・管理することによって、混合生産、生産内容の変更などが可能な生産システムを、(　)という。",CIM,FMS,FA,CAE,MRP
5,41,ホ,,自動生産システムに関する記述として、適切でないものはどれか。,加エステーションは、加工機械及びその機械に付帯する機器を含めて一体とした加エシステムを構成する装置又は場所である。,インプロセス測定は、加工、組立てなどの作業中に行う測定である。,工具マガジンは、工具を保管するために、工作機械に取り付けた装置である。,三次元座標測定機は、測定対象物の測定点の三次元座標値を測定し、部品の形状·寸法を求める測定機である。,パレタイジングは、加工、組立てなどの各作業工程の負荷をできるだけ平等に割り当てる方法である。
5,42,二,,"工作機械の構成機器に関する記述中の(　)内に当てはまる語句の組合せとして、正しいものはどれか。
(　①　)は、パレットを自動で交換する装置である。
(　②　)は、チャックの爪を自動で交換する装置である。
(　③　)は、工具を自動で交換する装置である。
(　④　)は、無人搬送車である。
(　⑤　)は、チャックを自動で交換する装置である。",①APC②ACC③ATC④AGV⑤AJC,①APC②ACC③ATC④AJC⑤AGV,①ACC②APC③AJC④ATC⑤AGV,①APC②AJC③ATC④AGV⑤ACC,①AGV②AJC③ATC④APC⑤ACC
5,43,ハ,,数値制御工作機械で使われる準備機能(G)のコードとその説明(機能)の組合せとして、適切でないものはどれか。,"G00
指令した位置へ最大送り(例えば、早送り)で移動させるモード。(位置決め)","G01
一様な勾配又は制御軸に平行な直線運動を指定する制御のモード。(直線補間)","G03
工具の運動面をそれと直角な軸の負方向に見たときの工具の運動が円弧に沿って時計回りになるように制御する輪郭制御のモード。(時計回りの円弧補間)","G04
プログラムした時計又は主軸回転数だけ、次のブロックに入るのを遅らせる機能で、インターロック及びホールドではない。(ドウェル)","G91
ブロック内の座標軸をインクリメンタルディメンションとして与える指令。(インクリメンタルディメンション)"
5,44,イ,,"日本産業規格(JIS)における制御技術に関する記述中の(　)内に当てはまる語句として、正しいものはどれか。
あらかじめ定められた順序又は手続きに従って制御の各段階を逐次進めていく制御を、(　)という。",シーケンス制御,フィードバック制御,サーボ制御,フィードフォワード制御,カスケード制御
5,45,二,,日本産業規格(JIS)におけるテーパねじプラグゲージの有効径の測定において、必要としないものはどれか。,指示マイクロメータ,ころ及び補助板,ブロックゲージ,工具顕微鏡,四針
5,46,二,,日本産業規格(JIS)「工作機械-試験及び検査用語」における用語の説明として、誤っているものはどれか。,"平面度 
平面でなければならない機械部分の平面の幾何学的平面からの狂いの大きさ。","直角度 
互いに直角でなければ貼らない機械部分の直角からの狂いの大きさ。","真直度
直線でなければならない機械部分の幾何学的直線からの狂いの大きさ。","同心度
共通の軸線をもつように配置された二つの機械部分の軸線からの狂いの大きさ。","真円度
円であるべき部分の幾何学的円からの狂いの大きさ。"
5,47,ホ,,日本産業規格(JIS)における管理図は、統計的工程管理の基本的ツールであるが、その利用目的に関する記述として、誤っているものはどれか。,工程の偶然変動の大きさを推定する。,工程が安定状態を維持しているか否か、また、変動が小さくなっているか否かを判断するために、工程の現状を表すサンプルから得た情報と、偶然変動を反映させた限界とを比較する。,トレンド、連、周期などの変動パターンを検出することによって、工程の調節を支援する。,工程が予測可能な安定状態であるか否かを判断する。,工程管理システムの性能の評価を支援する。
5,48,ハ,,ねじの緩みに関する記述として、適切でないものはどれか。,ねじ締結体は、被締結部材同士の接合面に凹凸があるときは、締付け後に作用する外力によって圧縮力が変動し、局部的なへたりが進行して凹凸が平坦化し、ねじの緩みをきたす。,ねじ締結体が火災に遭って再結晶温度以上に加熱されるなど、機械類又は構造物が被災したときは、ねじが緩んでいないか疑ってみる必要がある。,陥没ゆるみは、軟らかい被締結部材を高強度ボルト·ナットで締め付ける場合に起こるので、軟らかい座金を併用すると防止できる。,ガス漏れを防ぐため、被締結部材同士の接合面にガスケットなどを挟んで締め付けるが、ガスケットなどに非弾性材料が混入されていると、外力の影響でへたりが進行し、ねじの緩みをきたす。,ハサミの回転軸に使われているねじは、おねじ·めねじ間に有効な回転抵抗を備えたナットにすることで、回転の繰返しによるねじの緩みを防止できる。
5,49,ロ,,日本産業規格(JIS)「工作機械–名称に関する用語」における用語の説明として、誤っているものはどれか。,"円筒研削盤
主として円筒形工作物の外面を研削する研削盤。","アンギュラ研削盤
といし台をテーブル案内面に対してある角度に設定し、主として工作物のテーパのある円錐面と端面とを同時に研削する研削盤。","万能研削盤
といし台及び主軸台が水平面内で旋回できる構造の円筒研削盤。","内面研削盤
工作物の穴の内面を研削する研削盤。","平面研削盤
主として工作物の平面を研削する研削盤。"
5,50,ロ,,材料に関する記述として、誤っているものはどれか。,ステンレス鋼は、耐食性を向上させる目的でクロム又はクロムとニッケルを含有させた合金鋼で、一般にはクロム含有率が10.5%以上の鋼である。,ステンレス鋼のうちオーステナイト系のSUS304は、フェライト系のSUS444に比べて応力腐食割れが発生しにくい。,炭素鋼は、鉄と炭素の合金で、炭素含有率が通常0.02~約2%の範囲の鋼であり、その炭素含有量によって低炭素鋼、中炭素鋼及び高炭素鋼に分類される。,機械構造用炭素鋼鋼材のS10CとS45Cでは、S45Cの方が炭素含有量が多い。,合金工具鋼は、炭素工具鋼に対して焼入性、切削性能、耐衝撃性、不変形性、耐熱性などを必要に応じて改善した鋼である。